Naruto: Shippuden S.06 E.20

Jiraiya, "They’re no ordinary clones."
Fukusaku, "You said they have a trick up their sleeves, and you’re right."
Shima, "Hm?"
Fukusaku, "Have you noticed?"
Jiraiya, "What is it?"
Fukusaku, "When we got their back earlier, you picked the target and attacked from his blind spot, correct?"
Jiraiya, "I noticed that, too."
Jiraiya, "But there were no signs that they were signalling each other either verbally or with eye contact."
Fukusaku, "That’s it! It’s their eyes… All three have the same eyes!"
Jiraiya, "Huh?"
Fukusaku, "Suppose the three of them can share what they see with each other…"
Jiraiya, "Enabling their eyes to share images with one another… Is that it?"
Fukusaku, "Yes. That’s what I suspect."
Fukusaku, "Still, what in tarnation are they?"
Jiraiya, "This is bad. Under these circumstances where my ninjutsu are being nullified, to face all three at once is a bit too much."
Jiraiya, "At this rate, if I enter battle, I’ll be killed, even in Sage Mode."
Jiraiya, "I never imagined they would be this strong…"
Fukusaku, "Fall back for now, Jiraiya."
Jiraiya, "Yes, sir."
Shima, "Why are we running away?!"
Fukusaku, "We must analyze the Six Paths and come up with a strategy. We’ll need time for that."
Fukusaku, "They may look different, but all possessed the same eye. In short, they all have the Rinnegan of Six Paths."
Jiraiya, "Even if one of them is Nagato, I can’t believe there would be so many Rinnegan users crawling around."
Jiraiya, "What in the world is going on?"
Fukusaku, "Which one is the real Pain? Figuring out the main one isn’t the problem."
Fukusaku, "The real problem is the fact that three of them possess the Rinnegan of Six Paths."
Jiraiya, "Just who… and what is Pain?"
Fukusaku, "We don’t know that yet, but we can make a small deduction."
Fukusaku, "Their vision is linked, and they share images. That’s the ability those eyes hold."
Shima, "Which means what, then? And how is it an advantage?"
Fukusaku, "I’ll put it simply."
Fukusaku, "In the same way that three security cameras show different angles of the same image, those three are able to see three views at one time."
Fukusaku, "So if just one of them can see the target, the other two can counter with the ideal attack and with perfect timing without having to see their foe."
Fukusaku, "In other words, their field of vision is three times better. And unlike the Byakugan, they can always guard each other’s blind spots without weaving signs or manipulating chakra."
Shima, "Ngh… No wonder their combination is invincible."
Jiraiya, "Which means we have to split them up and fight each one separately. I’m positive I can win one-on-one."
Jiraiya, "Since they possess such eyes, fighting as a team would have to be their basic mode of attack."
Jiraiya, "Taijutsu isn’t going to work, and any ninjutsu will just be absorbed."
Fukusaku, "If taijutsu and ninjutsu won’t work, then it’ll have to be genjutsu!"
Shima, "Yes!"
Jiraiya, "But I am a dud when it comes to genjutsu."
Jiraiya, "Ah, but as I recall, you two were…"
Fukusaku, "Yes… If they’re former students of yours, Jiraiya, they know that you don’t use genjutsu. That might give us an opening."
Shima, "No way! I’m not gonna do it!"
Jiraiya, "Wh-What is it?"
Fukusaku, "Haa… World peace is hanging on this battle, Ma! This is no time to be selfish!"
Shima, "I don’t care about no old geezer’s senile prophecies!"
Fukusaku, "The Great Lord Elder told us to get along, remember?!"
Jiraiya, "Err… W-What is it that you object to so much?"
Shima, "Hmph… I can’t sing a duet with Pa at this plump ripe old age! It’s embarrassing!"
Jiraiya, "Huh? A duet?"
Fukusaku, "Our most powerful genjutsu involves appealing to the auditory senses of the victim through song."
Jiraiya, "Auditory senses? I see. That’s why we retreated!"
Fukusaku, "Correct. This genjitsu is powerful, but as soon as we make a sound, our whereabouts will be revealed, which is its weakness."
Fukusaku, "Also, there’s the harmony of the sounds… In other words, the genjutsu is placed with a melody. It requires a little time before it takes effect."
Fukusaku, "If they discover our whereabouts before they are caught in the genjutsu and attack, we will surely lose."
Fukusaku, "However, once they are caught in the genjutsu, our victory will be assured."
Fukusaku, "What’s wrong?"
Jiraiya, "If both your lives are ever in danger, I want you to free yourselves from my shoulders immediately."
Fukusaku, "Huh? Absolutely not! The fate of the ninja world depends on this battle!"
Jiraiya, "I have a plan, although it is a gamble, as well."
Fukusaku, "Do tell."
Jiraiya, "Please begin…"
Fukusaku, Shima, "Right."
Pain, "Ah…"
Pain, "What is that?"
Pain, "This is… the croaking of frogs…"
Pain, "Ah…"
Pain, "Is this a genjutsu?"
Pain, "It’s coming from in there."
Pain, "Ah…!"
Jiraiya, "Fire Style: Giant Flame Bombs!"
Pain, "So that’s your move!"
Jiraiya, "Good! My gamble’s a success! That big one went after the jutsu to absorb it!"
Jiraiya, "The first fellow only used summoning…"
Jiraiya, "And both times, it was the big fellow who absorbed my jutsu!"
Jiraiya, "Just as I suspected, each of them possesses only a single type of ability!"
Jiraiya, "Right now, the big fellow’s eyes are focused on the jutsu!"
Jiraiya, "One I blinded earlier."
Jiraiya, "Now, only one of them… is looking at me!"
Pain, "Ngh… I can’t move…"
Pain, "The dark swamp!"
Fukusaku, "Just a little more!"
Pain, "Ngh…"
Jiraiya, "Now we’re really one-on-one!"
Pain, "Ngh…"
Jiraiya, "I’m not letting you summon!"
Pain, "Ugh…"
Pain, "You got us…"
Jiraiya, "You are inside a genjutsu paralysis that binds your psyche. Now, none of your bodies, including your main body, will be able to move."
Pain, "Jiraiya-sensei, I didn’t expect a genjutsu like this from you."
Jiraiya, "I thought I taught you never to let your guard down, no matter who your opponent is, Nagato."
Jiraiya, "You erred in your decision."
Y.Nagato, "I just want to protect those two… no matter what kind of pain I have to endure."
Jiraiya, "I see."
Jiraiya, "Rather than rule the world through pain, I wish you had moved past the pain and harnessed your power to bring about peace in a positive way."
Gamamaru, "That disciple will become a ninja who will bring about a great change to the ninja world. That is what I saw in my dream."
Gamamaru, "Either great stability or great destruction the likes of which this world has never seen before. One of those two."
Jiraiya, "For just a little while, I believed you were the one."
Jiraiya, "Farewell."
Pain, "Ngh…!"
Pain, "Ahhh…"
Jiraiya, "It’s done…"
Jiraiya, "Are you both all right?"
Fukusaku, "Haa… This genjutsu is hard on the throat."
Shima, "It’s really hard keeping tempo with Pa. This jutsu ain’t easy at all!"
Shima, "Damages the throat, stretches the lower jaw ‘til it sags, creates wrinkles!"
Jiraiya, "Ah, my profound apologies. Please take your rest now."
Jiraiya, "I’ve made my decision."
Jiraiya, "Ah…"
Pain, "Didn’t you teach me never to let down your guard… Jiraiya-sensei?"
Jiraiya, "Ugh…"
Shima, "Lad! Your left arm!"
Jiraiya, "I’m aware of that!"
Fukusaku, "What’s going on?!"
Jiraiya, "This one’s got a different face from the other three. He was probably summoned earlier."
Fukusaku, "I see! Before they got caught in our genjutsu!"
Pain, "Now, then…"
Group, "Ah…!"
Pain, "In attendance… the Six Paths of Pain."
Jiraiya, "Ngh…"
Fukusaku, "Six? There are six of them?!"
Shima, "Ah… Hey, look close! The three we just did in are there, too!"
Fukusaku, "The newly summoned ones must have resurrected them with some sort of jutsu!"
Shima, "There’s even a jutsu that can revive as many as three of them when they were undoubtedly dead? Are they really human?!"
Jiraiya, "Pain… What are you?"
Pain, "Pain… That name is an alias that denotes all six of us!"
Jiraiya, "Why… are there six Rinnegan bearers?"
Jiraiya, "Ah!"
Jiraiya, "Y-You’re…!"


